,avg_price_per_room,lead_time,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,no_of_adults,repeated_guest,arrival_year,no_of_special_requests
33417,-0.905928616834163,0.6129209290006841,0.0,0.0,0.0,1.0,2,0,2018,1
33851,0.4268473226392958,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2018,1
11935,0.02840907466516757,-0.6682703844401944,0.0,0.0,0.0,1.0,2,0,2018,2
13959,-0.09966036218365937,0.9157479667230736,0.0,0.0,1.0,0.0,1,0,2017,0
5784,-1.09575598211898,-0.7614479345086218,0.0,1.0,0.0,0.0,1,1,2018,0
29242,-0.6688578592895569,-0.9361558408869235,0.0,0.0,1.0,0.0,2,0,2018,0
21622,-1.0246062949807428,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2018,0
34756,-0.41271898559190295,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2018,1
35770,-0.05697054990071705,0.19362195369276025,0.0,0.0,1.0,0.0,2,0,2017,0
34686,-0.284649548743076,-0.43532650926912553,0.0,0.0,0.0,1.0,2,0,2018,2
6573,3.9131819924129174,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2018,2
27177,0.014179137237520133,-0.35379615295925143,0.0,0.0,1.0,0.0,2,0,2018,0
26486,0.2669028259525385,0.05385562859011898,0.0,0.0,1.0,0.0,2,0,2018,0
21184,0.5634547219447111,-0.41203212175201864,0.0,0.0,0.0,1.0,2,0,2018,1
13458,-1.2522852938231017,-0.05096911523686199,0.0,0.0,1.0,0.0,2,0,2018,0
8909,-1.1583677068006288,2.2085864739225056,0.0,0.0,1.0,0.0,2,0,2018,0
2405,-0.24195973646013372,1.2418693919625698,0.0,0.0,1.0,0.0,1,0,2018,0
25829,-0.09966036218365937,0.3217410850368481,0.0,1.0,0.0,0.0,1,0,2018,0
26749,0.1564785115139945,-0.13249947154673608,0.0,0.0,1.0,0.0,2,0,2017,0
9289,1.1078921279265024,-0.7847423220257287,0.0,0.0,0.0,1.0,2,0,2018,1
17553,-0.8749073532418916,0.6478625102763444,0.0,0.0,0.0,1.0,2,0,2018,1
28059,-0.1565801118942491,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,0
576,0.12801863665869964,-0.41203212175201864,0.0,0.0,0.0,1.0,2,0,2018,1
23044,-1.0388362324083902,-0.7614479345086218,0.0,1.0,0.0,0.0,1,0,2018,0
2924,-0.05697054990071705,-0.5401512530961065,0.0,0.0,1.0,0.0,2,0,2017,0
34926,-0.41271898559190295,-0.9710974221625838,0.0,0.0,0.0,1.0,1,0,2018,0
116,0.918064762641685,-0.5285040593375531,0.0,0.0,0.0,1.0,3,0,2018,0
23775,0.5828074368463119,-0.19073544033950326,0.0,0.0,0.0,1.0,2,0,2018,0
32296,0.44107726006694326,-0.9594502284040304,0.0,1.0,0.0,0.0,2,0,2017,0
27182,-0.6688578592895569,2.1503505051297385,0.0,0.0,1.0,0.0,2,0,2018,0
28403,0.7541358834751869,1.486460460892192,0.0,0.0,1.0,0.0,2,0,2018,0
32549,-0.12413585455921293,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2017,0
7815,0.07109888694810988,0.6711568977934513,0.0,1.0,0.0,0.0,1,0,2018,0
32472,0.32723776064576376,3.3966002372949564,0.0,0.0,1.0,0.0,2,0,2018,1
2947,-2.518749724883724,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
27407,1.0102747571728408,-0.8313310970599425,0.0,0.0,0.0,1.0,3,0,2018,1
8404,-0.2305757865180156,0.6828040915520047,0.0,0.0,0.0,1.0,2,0,2018,0
14722,-0.8325021397075023,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,1
3096,-0.29887948617072346,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,0
28685,-0.9534566078425055,0.1819747599342068,0.0,0.0,1.0,0.0,1,0,2018,0
8925,0.3841575103563535,2.453177542852128,0.0,0.0,1.0,0.0,2,0,2018,1
12917,0.5833766343434176,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2017,0
26298,-0.09966036218365937,0.6711568977934513,0.0,0.0,1.0,0.0,2,0,2018,0
13748,0.7939797082725998,0.27515231000263435,0.0,0.0,0.0,1.0,2,0,2018,3
2848,-0.40560401687807923,0.07715001610722586,0.0,0.0,0.0,1.0,2,0,2017,1
35439,0.7541358834751869,1.195280616928356,0.0,0.0,1.0,0.0,1,0,2018,0
18879,-0.21349986160483886,-0.842978290818496,0.0,0.0,1.0,0.0,2,0,2018,0
7743,0.7171380461633032,1.6145795922362802,0.0,0.0,0.0,1.0,3,0,2018,2
15319,0.32723776064576376,3.5014249811219376,0.0,0.0,1.0,0.0,2,0,2018,1
16886,-0.3842591107366081,2.2085864739225056,0.0,0.0,1.0,0.0,2,0,2018,0
26709,0.7541358834751869,0.8808063854474133,0.0,0.0,1.0,0.0,2,0,2018,0
24526,3.1661102774614274,-0.5750928343717668,0.0,0.0,0.0,1.0,4,0,2018,0
28540,2.6324876239246486,-0.7498007407500684,0.0,0.0,0.0,1.0,2,0,2018,0
20518,-0.40560401687807923,-0.05096911523686199,0.0,0.0,0.0,1.0,2,0,2017,2
6778,1.1753420313335512,-0.6682703844401944,0.0,0.0,0.0,1.0,2,0,2018,1
31490,-0.09966036218365937,0.3100938912782947,0.0,0.0,1.0,0.0,2,0,2018,0
11379,-0.6475129531480857,1.765993111097475,0.0,0.0,0.0,1.0,1,0,2017,0
8194,-0.15373412440871978,-0.4586208967862324,0.0,0.0,0.0,1.0,2,0,2018,1
8028,0.8452074830121301,0.6012737352421307,0.0,0.0,0.0,1.0,3,0,2018,0
18772,-0.09966036218365937,-0.004380340202648226,0.0,0.0,1.0,0.0,1,0,2017,0
10484,-1.067296107263685,-0.5983872218888737,0.0,0.0,1.0,0.0,2,0,2018,1
32838,1.0671945068834305,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,1
15509,1.0182435221323234,-0.6449759969230875,0.0,0.0,0.0,1.0,2,0,2018,0
22122,-0.24195973646013372,-0.5634456406132133,0.0,0.0,1.0,0.0,1,0,2018,0
4246,1.3517932554363792,-0.842978290818496,0.0,0.0,0.0,1.0,2,0,2018,1
11715,0.9974678134879583,0.3217410850368481,0.0,0.0,0.0,1.0,3,0,2018,0
4164,1.1192760778686204,0.8109232228960926,0.0,0.0,0.0,1.0,3,0,2018,0
4981,0.1564785115139945,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,2
27755,-0.8965368581319159,-0.49356247806189274,0.0,0.0,1.0,0.0,2,0,2018,1
28067,0.20486029876799586,1.7077571423047078,0.0,0.0,0.0,1.0,3,0,2018,2
21884,-0.3984890481642555,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,1
6053,0.7171380461633032,0.6595097040348978,0.0,0.0,0.0,1.0,3,0,2018,1
7921,0.09955876180340476,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2017,1
22215,0.09244379308958103,0.8691591916888598,0.0,0.0,0.0,1.0,2,0,2018,0
13124,-0.09966036218365937,1.0671614855842684,0.0,0.0,1.0,0.0,2,0,2018,0
4200,2.243441134652768,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,1
13634,-0.8111572335660312,-0.9594502284040304,0.0,0.0,0.0,1.0,2,0,2017,0
24967,0.3443136855589405,-0.7614479345086218,0.0,0.0,0.0,1.0,2,0,2018,2
7685,-0.33900790971668915,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
30500,2.400539643853995,0.07715001610722586,0.0,0.0,0.0,1.0,2,0,2018,1
7537,-0.24195973646013372,2.2202336676810592,0.0,0.0,0.0,1.0,2,0,2018,0
23435,-0.24195973646013372,-0.4819152843033393,0.0,0.0,1.0,0.0,2,0,2018,1
2876,-0.5265584850130824,-0.6799175781987478,0.0,0.0,1.0,0.0,2,0,2018,0
15363,-0.700163721630381,-0.2839129904079308,0.0,0.0,0.0,1.0,1,0,2018,1
9831,-0.9861854639260949,-0.2839129904079308,0.0,0.0,0.0,1.0,2,0,2017,0
3013,-0.8111572335660312,-0.027674727719755106,0.0,0.0,1.0,0.0,2,0,2018,0
27635,-0.6964639378991928,1.008925516791501,0.0,0.0,0.0,1.0,2,0,2018,1
1992,0.12801863665869964,-0.43532650926912553,0.0,0.0,0.0,1.0,2,0,2018,1
34226,-0.967686545270153,-0.5634456406132133,0.0,0.0,0.0,1.0,0,0,2018,1
23604,-0.3572222296240779,0.07715001610722586,0.0,0.0,1.0,0.0,2,0,2018,0
21974,-0.24195973646013372,-0.9943918096796907,0.0,0.0,0.0,0.0,1,1,2018,0
34435,-2.945647847713147,-0.9943918096796907,1.0,0.0,0.0,0.0,1,1,2018,1
23401,1.1269602440795496,-0.2955601841664842,0.0,0.0,0.0,1.0,1,0,2018,0
3757,0.05117697454940339,1.195280616928356,0.0,0.0,0.0,1.0,2,0,2018,0
623,0.9248951326069561,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,2
8116,0.4695371349222381,-0.16744105282239638,0.0,0.0,1.0,0.0,1,0,2018,0
7981,-0.20496189914825047,-0.6682703844401944,0.0,0.0,0.0,1.0,2,0,2017,2
2290,0.1564785115139945,-0.5401512530961065,0.0,0.0,1.0,0.0,2,0,2017,0
27631,-0.9249967329872107,-0.4236793155105721,0.0,0.0,1.0,0.0,2,0,2017,0
28944,0.725676008619892,-0.8779198720941562,0.0,0.0,0.0,1.0,2,0,2018,0
34334,0.7541358834751869,-0.9361558408869235,0.0,0.0,0.0,1.0,2,0,2018,1
12307,-0.3842591107366081,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2017,1
550,-0.8111572335660312,-0.9827446159211373,0.0,0.0,1.0,0.0,1,0,2018,0
7420,-0.41271898559190295,-0.8313310970599425,0.0,0.0,0.0,1.0,2,0,2018,0
17842,1.2635676433849652,0.6012737352421307,0.0,0.0,0.0,1.0,2,0,2018,1
35077,0.725676008619892,-0.1092050840296292,0.0,0.0,0.0,1.0,2,0,2018,2
25299,-1.2949751061060442,-0.7614479345086218,0.0,0.0,1.0,0.0,2,0,2017,0
28848,-0.8111572335660312,0.22856353496842058,0.0,0.0,1.0,0.0,2,0,2018,0
28160,-0.2561896738877812,-0.8662726783356028,0.0,0.0,1.0,0.0,2,0,2017,0
5960,-0.21349986160483886,-0.7265063532329615,0.0,0.0,0.0,1.0,2,0,2018,0
10520,-0.09966036218365937,0.9157479667230736,0.0,0.0,1.0,0.0,1,0,2017,0
4892,-0.8894218894180921,1.2069278106869097,0.0,0.0,1.0,0.0,2,0,2018,0
29908,-0.8894218894180921,0.22856353496842058,0.0,0.0,0.0,1.0,2,0,2017,3
19679,0.7541358834751869,1.195280616928356,0.0,0.0,1.0,0.0,1,0,2018,0
17730,1.187864376269881,-0.38873773423491176,0.0,0.0,0.0,1.0,2,0,2018,0
4762,-0.2561896738877812,0.6944512853105582,0.0,0.0,0.0,1.0,2,0,2018,0
34364,2.4699817385009144,-0.05096911523686199,0.0,0.0,0.0,1.0,3,0,2018,0
34964,1.8905386864471114,-0.92450864712837,0.0,0.0,0.0,1.0,3,0,2018,1
15476,-0.41271898559190295,-0.8779198720941562,0.0,0.0,0.0,1.0,2,0,2018,1
35807,-0.640397984434262,0.15868037241709995,0.0,1.0,0.0,0.0,1,0,2018,0
11270,1.0501185819702537,-0.3654433467178049,0.0,0.0,0.0,1.0,2,0,2018,0
16866,0.6146824966842418,1.0555142918257148,0.0,0.0,1.0,0.0,2,0,2018,0
7937,0.6146824966842418,-0.2023826340980567,0.0,0.0,0.0,1.0,2,0,2018,0
32860,0.691524158793538,-0.41203212175201864,0.0,0.0,0.0,1.0,2,0,2018,2
7355,-0.1565801118942491,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2017,0
2444,-0.9249967329872107,-0.4236793155105721,0.0,0.0,1.0,0.0,2,0,2017,0
22231,-0.6660118718040275,0.7526872541033254,0.0,0.0,0.0,1.0,2,0,2018,0
30261,-0.3842591107366081,0.5779793477250238,0.0,0.0,1.0,0.0,2,0,2017,0
25944,0.4695371349222381,0.29844669751974123,0.0,0.0,1.0,0.0,1,0,2018,0
31537,0.9960448197451933,-0.9594502284040304,0.0,0.0,1.0,0.0,3,0,2017,0
3402,-0.7684674212830889,0.42656582886382904,0.0,0.0,0.0,1.0,2,0,2017,2
34583,1.5623963293655614,-0.5285040593375531,0.0,0.0,0.0,1.0,3,0,2018,1
28814,-0.29261831370255864,1.3816357170652112,0.0,0.0,0.0,1.0,2,0,2018,2
1444,0.25608807350752655,0.3916242475881688,0.0,0.0,0.0,1.0,2,0,2018,0
27303,1.0501185819702537,1.8009346923731353,0.0,0.0,0.0,1.0,2,0,2018,0
27261,0.12801863665869964,0.12373879114143962,0.0,0.0,0.0,1.0,1,0,2018,3
15219,0.12801863665869964,0.53139057269081,0.0,0.0,0.0,1.0,1,0,2018,0
28335,0.32723776064576376,1.8824650486830092,0.0,0.0,1.0,0.0,2,0,2018,1
35267,-0.6768266242490394,0.6012737352421307,0.0,0.0,0.0,1.0,2,0,2018,1
930,1.2094938811599047,-0.7847423220257287,0.0,0.0,0.0,1.0,2,0,2018,1
14207,-0.8111572335660312,0.22856353496842058,0.0,0.0,1.0,0.0,2,0,2018,0
323,0.8366695205555421,-0.38873773423491176,0.0,0.0,0.0,1.0,2,0,2018,0
8969,-0.41271898559190295,2.5463550929205554,0.0,0.0,1.0,0.0,2,0,2018,0
35778,1.2075016899200344,-0.14414666530528952,0.0,0.0,0.0,1.0,3,0,2018,0
9291,0.9974678134879583,0.6595097040348978,0.0,0.0,0.0,1.0,3,0,2018,1
29193,-0.15145733442029582,0.030561241073012096,0.0,0.0,0.0,1.0,2,0,2018,0
8321,0.40977139772611904,0.10044440362433274,0.0,0.0,0.0,1.0,2,0,2018,0
13985,-0.36519099458356047,-0.33050176544214455,0.0,0.0,1.0,0.0,2,0,2018,1
27379,-1.1361690044134987,-0.2839129904079308,0.0,0.0,1.0,0.0,2,0,2018,0
10501,0.3650893942033059,2.2202336676810592,0.0,0.0,1.0,0.0,2,0,2018,0
15962,-0.8894218894180921,0.3683298600710619,0.0,0.0,1.0,0.0,2,0,2018,1
21780,-0.37856713576554907,-0.92450864712837,0.0,0.0,1.0,0.0,3,0,2018,1
20835,-0.6475129531480857,-0.1092050840296292,0.0,0.0,0.0,1.0,1,0,2017,0
1691,-0.05697054990071705,0.19362195369276025,0.0,0.0,0.0,1.0,2,0,2017,0
35507,0.2586494622445032,-0.027674727719755106,0.0,0.0,0.0,1.0,2,0,2018,2
12462,-0.46110077284590434,0.042208434831565535,0.0,0.0,0.0,1.0,2,0,2018,1
27342,0.1849383863692894,0.9390423542401805,0.0,0.0,1.0,0.0,1,0,2018,0
18616,0.1849383863692894,-0.8779198720941562,0.0,1.0,0.0,0.0,1,0,2018,0
14875,-0.24195973646013372,1.9174066299586696,0.0,0.0,1.0,0.0,2,0,2018,0
31184,-2.945647847713147,-0.8895670658527097,0.0,0.0,0.0,1.0,1,0,2018,0
995,-0.24195973646013372,2.185292086405399,0.0,0.0,0.0,1.0,2,0,2018,0
16431,-0.8410401021640908,-0.004380340202648226,0.0,0.0,0.0,1.0,2,0,2018,2
19972,-0.4269489230195504,-0.07426350275396887,0.0,0.0,0.0,1.0,2,0,2018,0
6720,1.0387346320281357,-0.6449759969230875,0.0,0.0,1.0,0.0,2,0,2018,0
14100,-0.12242826206789519,-0.9943918096796907,0.0,0.0,1.0,0.0,2,0,2017,0
17385,-0.09966036218365937,0.3100938912782947,0.0,0.0,1.0,0.0,2,0,2018,0
8723,-0.09966036218365937,-0.9361558408869235,0.0,1.0,0.0,0.0,1,0,2018,0
21093,-0.1534495256601667,-0.8313310970599425,0.0,0.0,0.0,1.0,2,0,2018,1
30402,2.29096912566111,-0.8546254845770493,0.0,0.0,0.0,1.0,3,0,2018,3
341,0.005641174780931753,0.11209159738288618,0.0,0.0,0.0,1.0,2,0,2018,3
19955,0.9248951326069561,-0.06261630899541543,0.0,0.0,1.0,0.0,2,0,2017,0
19121,2.9711601347026577,-0.38873773423491176,0.0,0.0,0.0,1.0,2,0,2018,1
33418,-0.284649548743076,-0.24897140913227048,0.0,0.0,0.0,1.0,1,0,2018,0
19487,0.7470209147613631,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2018,1
33083,0.597606571771065,1.0788086793428218,0.0,0.0,0.0,1.0,1,0,2018,0
10493,1.636392003989328,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
20241,-0.035625643759245894,1.6145795922362802,0.0,0.0,1.0,0.0,2,0,2018,0
17822,0.9818148823175459,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2017,2
14337,1.6984345311738709,-0.9943918096796907,0.0,1.0,0.0,0.0,1,0,2018,0
31737,0.2817019608772921,2.033878567544204,0.0,0.0,0.0,1.0,2,0,2018,0
13477,-0.24195973646013372,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2017,1
35332,-0.6475129531480857,1.008925516791501,0.0,0.0,0.0,1.0,2,0,2018,0
23728,-0.8894218894180921,1.5563436234435128,0.0,0.0,1.0,0.0,2,0,2018,0
23103,-0.6813802042258865,-0.41203212175201864,0.0,0.0,1.0,0.0,2,0,2018,0
19492,2.29096912566111,-0.8313310970599425,0.0,0.0,0.0,1.0,1,0,2018,2
833,-2.945647847713147,-0.9943918096796907,1.0,0.0,0.0,0.0,1,1,2017,0
17446,-0.8894218894180921,0.822570416654646,0.0,0.0,1.0,0.0,2,0,2018,1
5081,-0.09966036218365937,0.9157479667230736,0.0,0.0,1.0,0.0,1,0,2017,0
9279,-0.09966036218365937,1.4631660733750853,0.0,0.0,1.0,0.0,2,0,2018,0
25403,-0.8111572335660312,-0.5285040593375531,0.0,0.0,1.0,0.0,2,0,2017,0
5584,-0.9409342629061759,1.6728155610290474,0.0,0.0,0.0,1.0,2,0,2018,0
5488,1.4940926297128536,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2018,1
28235,-1.09575598211898,-0.2955601841664842,0.0,0.0,1.0,0.0,2,0,2017,0
26384,-2.945647847713147,0.6711568977934513,0.0,0.0,0.0,1.0,2,0,2018,0
12825,-2.945647847713147,-0.9943918096796907,1.0,0.0,0.0,0.0,2,1,2018,2
31434,0.4695371349222381,1.2535165857211232,0.0,0.0,1.0,0.0,2,0,2018,0
24361,-0.8897064881666452,-0.2839129904079308,0.0,0.0,1.0,0.0,2,0,2017,1
4110,0.6402963840540074,-0.92450864712837,0.0,0.0,0.0,1.0,2,0,2018,1
1508,2.2101430810720726,0.018914047314458653,0.0,0.0,0.0,1.0,3,0,2018,2
20579,-0.35864522336684257,0.3916242475881688,0.0,0.0,0.0,1.0,1,0,2018,0
24400,-1.4102375992699883,-0.15579385906384294,0.0,0.0,0.0,1.0,2,0,2018,1
14299,-1.1242158569742748,-0.9361558408869235,0.0,0.0,1.0,0.0,2,0,2018,0
23111,-0.601977153379614,-0.9361558408869235,0.0,0.0,0.0,1.0,1,0,2018,0
32397,-0.7826973587107363,-0.8080367095428356,0.0,1.0,0.0,0.0,1,0,2018,0
21844,-0.7533836876097826,0.21691634120986714,0.0,0.0,0.0,1.0,2,0,2018,1
23742,-0.20496189914825047,0.9856311292743942,0.0,0.0,0.0,1.0,2,0,2018,1
22941,-0.6688578592895569,-0.12085227778818262,0.0,0.0,1.0,0.0,2,0,2018,0
22186,-0.3842591107366081,0.07715001610722586,0.0,0.0,1.0,0.0,2,0,2018,0
2323,-1.378077940683505,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
35564,-0.24195973646013372,-0.9128614533698166,0.0,0.0,0.0,1.0,1,0,2018,0
6049,0.8773671415986141,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2018,2
3398,-0.24195973646013372,0.2867995037611878,0.0,0.0,0.0,1.0,2,0,2018,0
14223,-1.2380553563954544,-0.8196839033013891,0.0,0.0,1.0,0.0,1,0,2018,0
13594,-0.8111572335660312,-0.7847423220257287,0.0,0.0,0.0,1.0,3,0,2018,1
12637,0.1849383863692894,1.8591706611659025,0.0,0.0,1.0,0.0,1,0,2018,0
3082,1.3062574556679076,-0.6449759969230875,0.0,0.0,0.0,1.0,2,0,2018,0
30396,-0.23626776148907466,-0.07426350275396887,0.0,0.0,0.0,1.0,2,0,2018,1
17050,-0.8111572335660312,-0.2839129904079308,0.0,0.0,1.0,0.0,2,0,2018,1
4080,0.0782138556619336,1.742698723580368,0.0,0.0,0.0,1.0,2,0,2018,0
35579,0.7825957583304817,-0.9594502284040304,0.0,0.0,0.0,1.0,2,0,2018,0
25888,-1.6649534792248775,-0.9943918096796907,0.0,0.0,1.0,0.0,1,0,2018,1
474,0.2586494622445032,-0.55179844685466,0.0,0.0,0.0,1.0,2,0,2018,0
14428,-1.845104487058894,0.17032756617565337,0.0,0.0,1.0,0.0,2,0,2018,0
34975,-0.24195973646013372,-0.7730951282671753,0.0,1.0,0.0,0.0,1,0,2017,1
32312,1.229415793558611,0.10044440362433274,0.0,0.0,0.0,1.0,3,0,2018,0
8388,1.4940926297128536,-0.842978290818496,0.0,0.0,0.0,1.0,2,0,2018,0
18202,-1.2101646790372653,-0.016027533961201667,0.0,0.0,0.0,1.0,2,0,2018,1
1457,-1.4088146055272235,-0.92450864712837,0.0,0.0,1.0,0.0,2,0,2018,0
290,-0.6594661005873096,-0.06261630899541543,0.0,0.0,0.0,1.0,2,0,2018,1
8006,-0.20496189914825047,0.10044440362433274,0.0,0.0,0.0,1.0,2,0,2018,0
8141,-0.4659389515713045,-0.16744105282239638,0.0,0.0,0.0,1.0,2,0,2018,1
29401,-0.7476917126387235,-0.55179844685466,0.0,0.0,0.0,1.0,1,0,2018,3
631,0.05117697454940339,0.42656582886382904,0.0,0.0,0.0,1.0,2,0,2018,1
35944,-0.05697054990071705,-0.5401512530961065,0.0,0.0,1.0,0.0,2,0,2017,0
23443,-0.7200856340290875,-0.9710974221625838,0.0,0.0,1.0,0.0,2,0,2018,1
20305,0.05402296203493312,0.007266853555905214,0.0,0.0,0.0,1.0,2,0,2018,1
12408,-0.37572114828001973,-0.44697370302767897,0.0,0.0,0.0,1.0,2,0,2018,0
13127,-0.9050748205885042,-0.9827446159211373,0.0,0.0,0.0,1.0,1,0,2018,0
14185,-0.13381221201001328,-0.4819152843033393,0.0,0.0,0.0,1.0,2,0,2018,0
15610,0.9106651951793087,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2017,2
17476,-0.8111572335660312,-0.9943918096796907,0.0,0.0,1.0,0.0,1,0,2018,0
2142,-1.09575598211898,0.15868037241709995,0.0,0.0,0.0,1.0,2,0,2017,0
33470,-0.38738969697069053,-0.7032119657158546,0.0,0.0,0.0,1.0,2,0,2018,2
1974,-0.6688578592895569,-0.12085227778818262,0.0,0.0,0.0,1.0,2,0,2018,0
31515,-1.7881847373483042,0.19362195369276025,0.0,0.0,1.0,0.0,2,0,2018,0
23672,-0.06607770985441122,-0.9943918096796907,0.0,0.0,0.0,1.0,1,0,2018,0
29561,0.8964352577516612,-0.7963895157842822,0.0,0.0,0.0,1.0,2,0,2018,2
27625,-0.9534566078425055,4.04884308777395,0.0,0.0,1.0,0.0,2,0,2018,0
36070,2.006370377108161,-0.7730951282671753,0.0,0.0,0.0,1.0,2,0,2018,2
11742,-0.4354868854761388,-0.5052096718204462,0.0,0.0,0.0,1.0,2,0,2018,0
9370,-1.1313308256880985,-0.4236793155105721,0.0,0.0,0.0,1.0,2,0,2018,0
18233,0.35000566052999954,-0.09755789027107575,0.0,0.0,0.0,1.0,2,0,2018,1
14243,0.725676008619892,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,3
13849,-0.24195973646013372,2.185292086405399,0.0,0.0,1.0,0.0,2,0,2018,0
26126,-0.5857550247120957,-0.8895670658527097,0.0,0.0,0.0,1.0,1,0,2018,0
25415,0.6146824966842418,-0.09755789027107575,0.0,0.0,0.0,1.0,2,0,2018,1
25898,-1.0721342859890852,0.11209159738288618,0.0,0.0,0.0,1.0,2,0,2018,1
252,-0.6475129531480857,1.0671614855842684,0.0,0.0,0.0,1.0,2,0,2018,1
10642,-0.8111572335660312,-0.21402982785661015,0.0,0.0,1.0,0.0,2,0,2018,0
34678,0.8076404482031411,-0.6100344156474271,0.0,0.0,0.0,1.0,1,0,2018,1
8322,-1.1945117478668532,-0.7847423220257287,0.0,0.0,0.0,1.0,2,0,2018,1
21239,-1.2949751061060442,-0.8779198720941562,0.0,0.0,1.0,0.0,2,0,2017,0
21581,-0.869215378270833,-0.8546254845770493,0.0,0.0,0.0,1.0,2,0,2018,0
25600,-0.2120768678620742,0.2052691474513137,0.0,0.0,0.0,1.0,2,0,2018,0
24350,-0.7471225151416178,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2018,0
22148,-0.5931545921744725,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
22267,0.07679086191916894,-0.4819152843033393,0.0,0.0,0.0,1.0,2,0,2018,1
2414,-0.8751919519904446,-0.27226579664937733,0.0,0.0,0.0,1.0,2,0,2018,0
9900,-1.09575598211898,-0.8546254845770493,0.0,1.0,0.0,0.0,1,1,2018,1
6934,0.36338180171198814,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2018,1
2280,0.1849383863692894,0.9390423542401805,0.0,0.0,0.0,1.0,1,0,2018,0
7753,1.280643568298142,-0.5750928343717668,0.0,0.0,0.0,1.0,2,0,2018,2
22726,-0.44117886044719784,-0.9710974221625838,0.0,0.0,0.0,0.0,1,1,2018,0
29439,0.725676008619892,-0.8779198720941562,0.0,1.0,0.0,0.0,2,0,2018,0
24614,1.3062574556679076,-0.49356247806189274,0.0,0.0,0.0,1.0,2,0,2018,1
31572,0.05117697454940339,1.1486918418941423,0.0,0.0,0.0,1.0,2,0,2018,2
24528,0.2817019608772921,-0.3188545716835911,0.0,0.0,0.0,1.0,2,0,2018,0
30869,-0.05697054990071705,0.19362195369276025,0.0,0.0,1.0,0.0,2,0,2017,0
30182,0.10240474928893407,-0.4819152843033393,0.0,0.0,0.0,1.0,2,0,2018,0
33845,0.12659564291593497,-0.14414666530528952,0.0,0.0,0.0,1.0,2,0,2018,1
10917,0.32239958192036355,0.822570416654646,0.0,0.0,0.0,1.0,2,0,2018,1
32944,-0.2561896738877812,-0.5634456406132133,0.0,0.0,0.0,1.0,1,0,2017,0
6657,0.2227900199268315,0.10044440362433274,0.0,0.0,0.0,1.0,1,0,2018,1
10915,-2.945647847713147,-0.8080367095428356,0.0,0.0,0.0,1.0,2,0,2017,1
25948,-1.09575598211898,-0.9827446159211373,0.0,1.0,0.0,0.0,1,1,2018,0
32833,-0.8111572335660312,-0.09755789027107575,0.0,0.0,1.0,0.0,2,0,2018,1
36194,-1.2380553563954544,1.2069278106869097,0.0,0.0,1.0,0.0,2,0,2018,1
3168,-0.24195973646013372,-0.7381535469915149,0.0,0.0,0.0,1.0,2,0,2017,1
33250,0.41261738521164837,1.5912852047191732,0.0,0.0,0.0,1.0,2,0,2018,0
15983,-0.2561896738877812,0.6944512853105582,0.0,0.0,1.0,0.0,2,0,2017,0
33482,0.47921349237303845,0.4382130226223825,0.0,0.0,0.0,1.0,2,0,2018,0
30198,-0.41271898559190295,-0.9943918096796907,0.0,0.0,0.0,1.0,1,0,2018,1
13991,-0.08969940598430631,-0.5983872218888737,0.0,0.0,0.0,1.0,2,0,2018,2
27492,1.588010216735327,-0.027674727719755106,0.0,0.0,0.0,1.0,2,0,2018,2
19108,4.169320866110572,1.1137502606184821,0.0,0.0,1.0,0.0,1,0,2018,1
23297,-0.3626296058465838,-0.5052096718204462,0.0,0.0,0.0,1.0,2,0,2018,1
